"","x6","x5","x4","x3","x2","x1","y"
"10856",6.1832,7.1334,7.7624,8.2621,8.72,9.1646,9.605
"10857",6.1204,7.0535,7.6864,8.1946,8.6619,9.116,9.5658
"10858",6.1891,7.1907,7.8415,8.3539,8.8221,9.2763,9.7261
"10859",6.1745,7.1244,7.7588,8.2653,8.7301,9.1816,9.6288
"10860",6.1442,7.0772,7.693,8.18,8.6258,9.0585,9.4872
"10861",6.1489,7.1451,7.7945,8.306,8.7737,9.2277,9.6772
"10862",6.1479,7.1788,7.8448,8.3671,8.8441,9.307,9.7654
"10863",6.152,7.0571,7.6625,8.1447,8.587,9.0166,9.4422
"10864",6.1885,7.103,7.7183,8.2108,8.6628,9.102,9.537
"10865",6.1441,7.1141,7.7492,8.2501,8.7082,9.1529,9.5933
"10866",6.1388,7.155,7.8182,8.3414,8.82,9.2846,9.7447
"10867",6.196,7.1593,7.7782,8.2612,8.7014,9.1283,9.551
"10868",6.2067,7.2587,7.9254,8.4435,8.915,9.372,9.8244
"10869",6.1642,7.1958,7.8688,8.4002,8.8865,9.3584,9.8258
"10870",6.1492,7.1711,7.8225,8.3286,8.7894,9.2363,9.6787
"10871",6.1577,7.117,7.7547,8.2625,8.7283,9.1806,9.6286
"10872",6.1664,7.1801,7.8253,8.3266,8.783,9.2254,9.6635
"10873",6.1393,7.0963,7.7341,8.2424,8.7087,9.1617,9.6104
"10874",6.2032,7.0868,7.675,8.1418,8.5692,8.984,9.3948
"10875",6.1965,7.2379,7.9027,8.4215,8.8943,9.3527,9.8066
"10876",6.1536,7.0779,7.687,8.1681,8.6083,9.0356,9.4588
"10877",6.1274,7.1134,7.7539,8.2565,8.7156,9.1611,9.6023
"10878",6.1239,7.1798,7.8591,8.3903,8.8751,9.3455,9.8113
"10879",6.1193,7.119,7.7744,8.2916,8.7648,9.2241,9.679
"10880",6.142,7.1581,7.8164,8.3334,8.8058,9.2643,9.7183
"10881",6.1269,7.1353,7.8011,8.3294,8.8135,9.2837,9.7493
"10882",6.1667,7.0774,7.6856,8.1699,8.6139,9.0451,9.4722
"10883",6.1741,7.0867,7.6869,8.1604,8.5934,9.0137,9.4299
"10884",6.1229,7.1901,7.8748,8.4095,8.8972,9.3703,9.8388
"10885",6.2095,7.1167,7.7137,8.1851,8.6162,9.0345,9.4487
"10886",6.1807,7.2175,7.885,8.4083,8.8859,9.3493,9.8081
"10887",6.1257,7.0401,7.6577,8.1515,8.605,9.0455,9.482
"10888",6.1248,7.1661,7.8382,8.3645,8.845,9.3111,9.7728
"10889",6.1904,7.1531,7.7878,8.2913,8.7524,9.2001,9.6434
"10890",6.1505,7.1151,7.7439,8.2387,8.6911,9.1302,9.5651
"10891",6.1792,7.0999,7.702,8.1755,8.6082,9.028,9.4436
"10892",6.1681,7.1069,7.7364,8.2398,8.702,9.1509,9.5957
"10893",6.1739,7.1903,7.8557,8.3821,8.8639,9.3316,9.7948
"10894",6.1717,7.1883,7.8476,8.3664,8.8406,9.3007,9.7563
"10895",6.1313,7.1656,7.8297,8.348,8.8208,9.2793,9.7334
"10896",6.1811,7.2233,7.8846,8.3982,8.8657,9.319,9.7677
"10897",6.1804,7.2213,7.8929,8.4202,8.9017,9.3689,9.8315
"10898",6.1768,7.0761,7.6751,8.1509,8.5868,9.01,9.4291
"10899",6.1196,7.1362,7.8082,8.3416,8.8303,9.305,9.7752
"10900",6.1186,7.1818,7.8728,8.4162,8.9126,9.3944,9.8716
"10901",6.1537,7.0574,7.6558,8.1292,8.5625,8.9832,9.3999
"10902",6.1982,7.2133,7.8654,8.3759,8.8415,9.2932,9.7403
"10903",6.1266,7.1177,7.7611,8.2657,8.7267,9.174,9.6169
"10904",6.1778,7.092,7.7067,8.1984,8.6498,9.0884,9.5228
"10905",6.1534,7.1495,7.8049,8.3244,8.8003,9.2624,9.7201
"10906",6.203,7.1609,7.7763,8.2563,8.6938,9.1179,9.5379
"10907",6.1536,7.1419,7.7941,8.3117,8.7861,9.2468,9.703
"10908",6.1742,7.2283,7.9035,8.4314,8.9128,9.3798,9.8422
"10909",6.1839,7.226,7.8878,8.4021,8.8702,9.324,9.7732
"10910",6.2089,7.2222,7.8771,8.3915,8.8612,9.3167,9.7677
"10911",6.1699,7.0824,7.6858,8.1635,8.6009,9.0255,9.4461
"10912",6.1482,7.1923,7.8622,8.3853,8.8624,9.3252,9.7835
"10913",6.1306,7.1056,7.7498,8.2604,8.7282,9.1825,9.6324
"10914",6.122,7.0573,7.682,8.1793,8.6354,9.0786,9.5176
"10915",6.1513,7.1149,7.7536,8.2613,8.7268,9.1789,9.6267
"10916",6.1806,7.1029,7.7201,8.2125,8.6644,9.1033,9.538
"10917",6.1955,7.0904,7.6871,8.1614,8.5961,9.0182,9.4362
"10918",6.1995,7.109,7.7138,8.1944,8.6347,9.0621,9.4855
"10919",6.1946,7.1674,7.8015,8.3013,8.7583,9.2017,9.6408
"10920",6.1883,7.1348,7.7629,8.2624,8.7202,9.1647,9.6049
"10921",6.1166,7.1824,7.8645,8.3952,8.8786,9.3473,9.8114
"10922",6.1846,7.1508,7.7708,8.254,8.6944,9.1213,9.5441
"10923",6.1805,7.1827,7.8336,8.3459,8.814,9.2682,9.718
"10924",6.1837,7.2171,7.8686,8.372,8.8297,9.2732,9.7122
"10925",6.1518,7.07,7.6756,8.1542,8.5922,9.0175,9.4387
"10926",6.1269,7.0463,7.6599,8.1478,8.595,9.0295,9.4598
"10927",6.2039,7.1482,7.7629,8.2463,8.6877,9.116,9.54
"10928",6.1661,7.2187,7.8853,8.4021,8.8723,9.3281,9.7793
"10929",6.1415,7.1261,7.7705,8.2791,8.7445,9.1963,9.6438
"10930",6.1413,7.1155,7.7519,8.2535,8.7124,9.1577,9.5989
"10931",6.1344,7.113,7.7484,8.2469,8.7023,9.1442,9.5818
"10932",6.148,7.1578,7.804,8.3074,8.7661,9.2111,9.6517
"10933",6.1271,7.0741,7.7056,8.208,8.6686,9.1159,9.5591
"10934",6.1958,7.0872,7.6935,8.1809,8.6289,9.0641,9.4952
"10935",6.1214,7.1038,7.7416,8.2414,8.6978,9.1407,9.5793
"10936",6.1725,7.1476,7.7854,8.2892,8.7501,9.1975,9.6406
"10937",6.1329,7.1852,7.8542,8.373,8.8452,9.3031,9.7564
"10938",6.1544,7.1689,7.8195,8.3271,8.7901,9.2392,9.6838
"10939",6.1475,7.1185,7.747,8.2393,8.6887,9.1247,9.5565
"10940",6.1602,7.2035,7.8741,8.399,8.8781,9.3429,9.8031
"10941",6.1631,7.1164,7.7354,8.2209,8.6643,9.0946,9.5206
"10942",6.1871,7.165,7.7941,8.286,8.7347,9.17,9.6009
"10943",6.1825,7.198,7.8597,8.3819,8.8594,9.3229,9.7819
"10944",6.151,7.1243,7.7642,8.2705,8.7341,9.1842,9.63
"10945",6.179,7.0989,7.7155,8.2081,8.6601,9.0992,9.5341
"10946",6.1464,7.2184,7.8969,8.4225,8.9007,9.3644,9.8234
"10947",6.1363,7.0835,7.7214,8.2322,8.7014,9.1573,9.6089
"10948",6.1842,7.1844,7.8279,8.3318,8.7916,9.2376,9.6792
"10949",6.1844,7.1775,7.8157,8.3146,8.7696,9.2109,9.6479
"10950",6.1544,7.183,7.8445,8.3622,8.8345,9.2927,9.7465
"10951",6.1989,7.1408,7.7586,8.2466,8.6931,9.1264,9.5555
"10952",6.1918,7.1676,7.8019,8.3014,8.7579,9.2008,9.6394
"10953",6.1515,7.1257,7.753,8.2425,8.6889,9.1218,9.5505
"10954",6.1845,7.2246,7.89,8.4095,8.8831,9.3424,9.7971
"10955",6.1915,7.194,7.8427,8.3525,8.8181,9.2699,9.7172
"10956",6.1694,7.2204,7.8906,8.4128,8.8887,9.3503,9.8073
"10957",6.1556,7.113,7.7529,8.2637,8.7325,9.1879,9.639
"10958",6.2016,7.1127,7.7226,8.2093,8.6558,9.0893,9.5187
"10959",6.129,7.0753,7.7007,8.1957,8.6489,9.089,9.5249
"10960",6.1263,7.108,7.7617,8.2825,8.7603,9.2244,9.6841
"10961",6.1385,7.0768,7.6984,8.1913,8.6429,9.0813,9.5157
"10962",6.1695,7.2117,7.8753,8.3916,8.862,9.318,9.7695
"10963",6.1181,7.0763,7.7092,8.21,8.6684,9.1136,9.5546
"10964",6.1518,7.0643,7.6702,8.1505,8.5905,9.0177,9.4408
"10965",6.2033,7.1665,7.7862,8.2703,8.7116,9.1396,9.5633
"10966",6.1335,7.067,7.7008,8.2102,8.6786,9.1339,9.585
"10967",6.1277,7.1001,7.7379,8.2413,8.702,9.1492,9.5921
"10968",6.123,7.122,7.7694,8.2767,8.7399,9.1894,9.6345
"10969",6.1402,7.1187,7.7629,8.2728,8.7398,9.1932,9.6423
"10970",6.1181,7.0886,7.7353,8.2497,8.7214,9.1795,9.6334
"10971",6.1862,7.0773,7.677,8.1564,8.5962,9.0235,9.4467
"10972",6.1499,7.2099,7.902,8.4489,8.9492,9.4349,9.9159
"10973",6.1844,7.1005,7.7081,8.1903,8.632,9.0609,9.4857
"10974",6.1955,7.1915,7.8404,8.3522,8.8203,9.2745,9.7242
"10975",6.2112,7.1001,7.7041,8.1895,8.6354,9.0686,9.4976
"10976",6.172,7.1277,7.7561,8.2535,8.7089,9.1509,9.5888
"10977",6.1503,7.0985,7.7269,8.2256,8.6826,9.1264,9.566
"10978",6.1818,7.1097,7.7169,8.1952,8.6325,9.0569,9.4771
"10979",6.1965,7.1573,7.7837,8.2774,8.7287,9.1666,9.6002
"10980",6.1219,7.0978,7.7427,8.2535,8.7211,9.1752,9.625
"10981",6.1325,7.1792,7.8557,8.3866,8.8714,9.3419,9.8079
"10982",6.1885,7.1956,7.8416,8.3465,8.807,9.2537,9.6959
"10983",6.1369,7.1659,7.821,8.3292,8.7919,9.2406,9.6848
"10984",6.1775,7.166,7.8026,8.301,8.7557,9.1968,9.6336
"10985",6.1694,7.164,7.8169,8.3337,8.8069,9.2662,9.721
"10986",6.1198,7.1082,7.7476,8.2474,8.7033,9.1456,9.5836
"10987",6.1891,7.2213,7.8905,8.4174,8.8989,9.3661,9.8287
"10988",6.1265,7.1518,7.8125,8.3289,8.8,9.257,9.7096
"10989",6.1498,7.1693,7.8269,8.3422,8.8127,9.2692,9.7213
"10990",6.1239,7.1157,7.7624,8.271,8.7357,9.1868,9.6335
"10991",6.1255,7.1842,7.8581,8.3811,8.8573,9.319,9.7761
"10992",6.1911,7.1541,7.7807,8.2737,8.724,9.1609,9.5935
"10993",6.1666,7.1045,7.7256,8.2186,8.6702,9.1087,9.543
"10994",6.1948,7.1801,7.8234,8.3311,8.7954,9.2458,9.6919
"10995",6.1566,7.1972,7.8691,8.3963,8.8778,9.345,9.8076
"10996",6.1716,7.0578,7.6578,8.1384,8.5797,9.0084,9.4331
"10997",6.209,7.2593,7.9192,8.4288,8.8919,9.3405,9.7845
"10998",6.1229,7.1481,7.8164,8.3427,8.824,9.2912,9.7539
"10999",6.1412,7.165,7.8375,8.37,8.8576,9.3311,9.8
"11000",6.1247,7.1767,7.8474,8.368,8.8421,9.3017,9.7567
"11001",6.166,7.1341,7.7631,8.2574,8.7092,9.1475,9.5816
"11002",6.1505,7.1333,7.7665,8.2611,8.7124,9.1501,9.5836
"11003",6.1279,7.0433,7.6677,8.1701,8.6323,9.0815,9.5266
"11004",6.1211,7.1689,7.85,8.3856,8.8753,9.3505,9.8211
"11005",6.1568,7.2166,7.9045,8.4464,8.9418,9.4226,9.8987
"11006",6.1602,7.119,7.7481,8.245,8.6998,9.1412,9.5784
"11007",6.1217,7.0628,7.7014,8.2143,8.6857,9.1439,9.5979
"11008",6.1479,7.0786,7.6913,8.1752,8.6182,9.0482,9.474
"11009",6.1858,7.1546,7.7877,8.2872,8.7439,9.187,9.6259
"11010",6.1788,7.1305,7.7494,8.2355,8.6795,9.1102,9.5368
"11011",6.1229,7.11,7.7539,8.2603,8.7233,9.1726,9.6176
"11012",6.1489,7.1185,7.7517,8.2505,8.7067,9.1495,9.588
"11013",6.1881,7.1093,7.7161,8.1958,8.6348,9.0609,9.4828
"11014",6.1583,7.0747,7.6893,8.1798,8.6298,9.067,9.5
"11015",6.1214,7.2014,7.8904,8.4263,8.9146,9.388,9.8568
"11016",6.1959,7.2387,7.9076,8.431,8.9084,9.3714,9.8297
"11017",6.1808,7.1797,7.831,8.3447,8.8143,9.2701,9.7214
"11018",6.171,7.2076,7.8733,8.3941,8.8692,9.3301,9.7864
"11019",6.1788,7.0917,7.6882,8.1567,8.5845,8.9997,9.4107
"11020",6.1424,7.1415,7.7849,8.2876,8.7462,9.1911,9.6316
"11021",6.1364,7.1398,7.8054,8.3352,8.821,9.2929,9.7603
"11022",6.125,7.1466,7.8085,8.3277,8.8019,9.2621,9.7179
"11023",6.1331,7.0575,7.6698,8.1544,8.598,9.0287,9.4553
"11024",6.1366,7.0891,7.7251,8.232,8.6971,9.1489,9.5965
"11025",6.1927,7.2165,7.8743,8.3893,8.8591,9.3147,9.7659
"11026",6.1452,7.174,7.8352,8.3523,8.8242,9.282,9.7353
"11027",6.1497,7.0793,7.7005,8.1956,8.6497,9.0909,9.5279
"11028",6.122,7.1116,7.7614,8.2747,8.7444,9.2005,9.6522
"11029",6.1427,7.1652,7.8321,8.3581,8.8392,9.3063,9.7689
"11030",6.1691,7.0921,7.707,8.1966,8.6455,9.0815,9.5134
"11031",6.1704,7.1361,7.7695,8.2702,8.7284,9.1733,9.6139
"11032",6.1575,7.1711,7.8194,8.3245,8.785,9.2316,9.6738
"11033",6.1785,7.2241,7.8903,8.4092,8.882,9.3405,9.7944
"11034",6.1921,7.2146,7.8754,8.3943,8.8681,9.3277,9.7828
"11035",6.1291,7.1764,7.8484,8.3728,8.8511,9.3151,9.7745
"11036",6.131,7.1514,7.8238,8.357,8.8455,9.3198,9.7896
"11037",6.1257,7.193,7.881,8.4193,8.9106,9.3872,9.8591
"11038",6.1301,7.1946,7.8842,8.426,8.9211,9.4015,9.8772
"11039",6.2067,7.216,7.8663,8.376,8.8413,9.2925,9.7392
"11040",6.2066,7.2114,7.8589,8.3663,8.8294,9.2784,9.723
"11041",6.1863,7.1741,7.8188,8.3277,8.7932,9.245,9.6924
"11042",6.1192,7.1399,7.7951,8.3054,8.7705,9.2216,9.6682
"11043",6.1472,7.1639,7.8286,8.3537,8.8343,9.3009,9.7629
"11044",6.1653,7.0628,7.6607,8.1354,8.5703,8.9926,9.4109
"11045",6.1211,7.1813,7.8591,8.3869,8.868,9.3345,9.7965
"11046",6.1251,7.2064,7.8871,8.4113,8.8873,9.3486,9.8052
"11047",6.1733,7.131,7.7652,8.269,8.7306,9.1789,9.6229
"11048",6.1959,7.1233,7.7379,8.2258,8.6727,9.1066,9.5362
"11049",6.1345,7.0764,7.7111,8.2193,8.6862,9.1398,9.5892
"11050",6.1929,7.1927,7.8303,8.3264,8.7783,9.2163,9.65
"11051",6.1311,7.1686,7.8494,8.3881,8.8813,9.3602,9.8345
"11052",6.1779,7.232,7.9072,8.435,8.9164,9.3833,9.8457
"11053",6.1578,7.1649,7.8183,8.3323,8.8021,9.258,9.7095
"11054",6.1963,7.0924,7.6984,8.1842,8.6303,9.0637,9.493
"11055",6.1383,7.0461,7.653,8.1358,8.5785,9.0085,9.4344
"11056",6.1736,7.2455,7.9243,8.4514,8.9312,9.3963,9.8568
"11057",6.1344,7.1544,7.8059,8.3122,8.7732,9.2203,9.663
"11058",6.1875,7.0881,7.6856,8.1593,8.5932,9.0143,9.4314
"11059",6.1844,7.0977,7.7061,8.1904,8.6344,9.0655,9.4926
"11060",6.1741,7.1155,7.735,8.2252,8.6738,9.1094,9.5407
"11061",6.1745,7.222,7.8975,8.4276,8.9116,9.3811,9.8461
"11062",6.1387,7.1673,7.8269,8.3414,8.8105,9.2655,9.716
"11063",6.1325,7.0876,7.7322,8.2492,8.7243,9.186,9.6434
"11064",6.1687,7.2266,7.8954,8.4136,8.8851,9.3421,9.7946
"11065",6.1967,7.093,7.6976,8.1816,8.6258,9.0572,9.4846
"11066",6.2009,7.1692,7.8093,8.318,8.784,9.2365,9.6845
"11067",6.1584,7.2142,7.8959,8.4312,8.9201,9.3945,9.8643
"11068",6.1687,7.2251,7.9013,8.4296,8.9115,9.3789,9.8416
"11069",6.1509,7.0537,7.6578,8.1387,8.5797,9.008,9.4323
"11070",6.1689,7.1506,7.7902,8.294,8.7545,9.2014,9.644
"11071",6.1311,7.1208,7.7798,8.305,8.7869,9.2551,9.7188
"11072",6.171,7.1194,7.7383,8.2255,8.671,9.1033,9.5314
"11073",6.1353,7.0566,7.6778,8.1747,8.6311,9.0745,9.5138
"11074",6.1765,7.1302,7.7507,8.2385,8.6843,9.1169,9.5452
"11075",6.1573,7.1695,7.8295,8.3501,8.8263,9.2885,9.7463
"11076",6.1516,7.2019,7.8854,8.4243,8.9171,9.3953,9.869
"11077",6.1791,7.2277,7.8919,8.4072,8.8761,9.3307,9.7808
"11078",6.2108,7.2263,7.8872,8.4087,8.8854,9.3479,9.8059
"11079",6.1424,7.0548,7.6594,8.1381,8.5765,9.0022,9.4239
"11080",6.1556,7.0929,7.713,8.2045,8.6547,9.0918,9.5248
"11081",6.1967,7.1036,7.7011,8.1731,8.6048,9.0238,9.4387
"11082",6.1691,7.1571,7.8047,8.3171,8.786,9.2413,9.6922
"11083",6.1248,7.055,7.6836,8.1872,8.6499,9.0996,9.545
"11084",6.1394,7.0717,7.6958,8.1936,8.6505,9.0943,9.534
"11085",6.1309,7.2146,7.9022,8.4355,8.9209,9.3916,9.8576
"11086",6.1332,7.156,7.8219,8.3464,8.826,9.2915,9.7526
"11087",6.1167,7.1656,7.8379,8.3612,8.8379,9.3002,9.758
"11088",6.1903,7.1377,7.7697,8.2739,8.7365,9.1857,9.6307
"11089",6.1902,7.1171,7.7241,8.2025,8.6398,9.0641,9.4843
"11090",6.1802,7.1794,7.8207,8.3216,8.7784,9.2214,9.66
"11091",6.1213,7.1257,7.775,8.283,8.7467,9.1966,9.6422
"11092",6.1788,7.2461,7.9196,8.4413,8.9158,9.3757,9.831
"11093",6.1787,7.1318,7.7563,8.2496,8.7009,9.139,9.5728
"11094",6.1382,7.0851,7.7064,8.1965,8.6448,9.0799,9.511
"11095",6.1502,7.1987,7.8644,8.3811,8.8515,9.3076,9.7591
"11096",6.1303,7.0704,7.7035,8.21,8.6751,9.127,9.5747
"11097",6.1774,7.0906,7.6979,8.1804,8.6227,9.0521,9.4774
"11098",6.1591,7.1945,7.8569,8.3735,8.8445,9.3013,9.7535
"11099",6.1855,7.0881,7.6933,8.1763,8.6194,9.0498,9.4761
"11100",6.1782,7.1158,7.7457,8.25,8.713,9.1629,9.6084
"11101",6.2025,7.1014,7.7022,8.1807,8.6193,9.0451,9.4669
"11102",6.1184,7.1691,7.8493,8.3825,8.8692,9.3414,9.809
"11103",6.1506,7.127,7.7745,8.2895,8.7617,9.2203,9.6746
"11104",6.1832,7.1248,7.7416,8.2282,8.6732,9.105,9.5326
"11105",6.1628,7.1644,7.8207,8.3397,8.8148,9.2759,9.7327
"11106",6.1747,7.1109,7.7256,8.2111,8.6554,9.0865,9.5136
"11107",6.1955,7.224,7.8815,8.3946,8.8623,9.3159,9.765
"11108",6.1552,7.1268,7.7601,8.2588,8.7148,9.1573,9.5956
"11109",6.1791,7.1522,7.7926,8.3,8.7646,9.2157,9.6625
"11110",6.2088,7.2629,7.9339,8.4568,8.9332,9.3951,9.8523
"11111",6.2051,7.1748,7.8124,8.3177,8.7803,9.2293,9.6739
"11112",6.1424,7.1294,7.7806,8.2973,8.7707,9.2304,9.6857
"11113",6.1843,7.0875,7.6794,8.1448,8.5699,8.9824,9.3908
"11114",6.1219,7.1699,7.8394,8.36,8.8344,9.2944,9.7499
"11115",6.1466,7.1013,7.73,8.2272,8.6824,9.1242,9.5619
"11116",6.1855,7.1579,7.7921,8.2919,8.7489,9.1924,9.6316
"11117",6.1545,7.111,7.7401,8.2376,8.6929,9.135,9.5729
"11118",6.1748,7.2292,7.8943,8.4088,8.8766,9.3301,9.779
"11119",6.1522,7.1864,7.8484,8.3647,8.8352,9.2916,9.7435
"11120",6.1865,7.2023,7.8456,8.344,8.7975,9.2369,9.672
"11121",6.1963,7.0744,7.6671,8.1408,8.5755,8.9976,9.4157
"11122",6.1372,7.063,7.6831,8.1777,8.6316,9.0726,9.5094
"11123",6.1315,7.163,7.8319,8.3575,8.8379,9.3041,9.7659
"11124",6.1804,7.1492,7.7749,8.2648,8.712,9.1457,9.5751
"11125",6.16,7.1526,7.8002,8.3109,8.7779,9.2312,9.6801
"11126",6.1681,7.0723,7.6866,8.1803,8.6343,9.0754,9.5124
"11127",6.1262,7.1133,7.7613,8.2729,8.7409,9.1953,9.6454
"11128",6.195,7.1132,7.7188,8.1979,8.6363,9.0619,9.4833
"11129",6.1269,7.0854,7.7171,8.2169,8.6745,9.1188,9.5589
"11130",6.1393,7.1901,7.8708,8.4054,8.8937,9.3675,9.8367
"11131",6.2005,7.1966,7.8332,8.3292,8.7812,9.2195,9.6533
"11132",6.1343,7.1636,7.822,8.3347,8.8019,9.255,9.7036
"11133",6.1565,7.1006,7.7178,8.2039,8.6484,9.0797,9.5069
"11134",6.1538,7.0902,7.7079,8.1967,8.6442,9.0788,9.5091
"11135",6.1847,7.1924,7.8419,8.351,8.8158,9.2666,9.7131
"11136",6.1751,7.134,7.7668,8.2689,8.7288,9.1753,9.6176
"11137",6.1613,7.1141,7.7508,8.259,8.7254,9.1784,9.6272
"11138",6.1263,7.0722,7.6987,8.1952,8.6498,9.0913,9.5286
"11139",6.2092,7.1224,7.7182,8.1862,8.6136,9.0281,9.4385
"11140",6.1991,7.1487,7.771,8.2628,8.7126,9.1492,9.5815
"11141",6.1849,7.1203,7.7408,8.2341,8.6861,9.125,9.5597
"11142",6.1302,7.0622,7.6809,8.1713,8.6206,9.0568,9.4889
"11143",6.1898,7.0923,7.6938,8.1721,8.6105,9.0363,9.4579
"11144",6.1755,7.1524,7.7829,8.2766,8.7273,9.1645,9.5973
"11145",6.1175,7.0609,7.6906,8.1912,8.6501,9.0957,9.5372
"11146",6.1311,7.1755,7.8581,8.397,8.8899,9.3684,9.8424
"11147",6.1781,7.1501,7.7822,8.2793,8.7334,9.1741,9.6105
"11148",6.1453,7.2162,7.9006,8.4346,8.9214,9.3936,9.8611
"11149",6.2013,7.1905,7.8292,8.3302,8.7875,9.231,9.6702
"11150",6.2122,7.1531,7.7628,8.2409,8.6772,9.1003,9.5193
"11151",6.158,7.0954,7.7203,8.2182,8.6749,9.1185,9.558
"11152",6.1246,7.0894,7.7268,8.2315,8.6937,9.1424,9.5869
"11153",6.1184,7.1167,7.7743,8.2946,8.7711,9.2337,9.6919
"11154",6.1326,7.1861,7.8797,8.4298,8.9337,9.423,9.9076
"11155",6.1294,7.1796,7.8471,8.3645,8.8353,9.2918,9.7438
"11156",6.1992,7.1918,7.8331,8.3362,8.7954,9.2408,9.6819
"11157",6.1326,7.1068,7.7537,8.2681,8.7397,9.1978,9.6515
"11158",6.1637,7.2219,7.9101,8.4529,8.9493,9.431,9.908
"11159",6.1444,7.1146,7.7468,8.244,8.6985,9.1397,9.5766
"11160",6.1958,7.0926,7.6948,8.1758,8.6171,9.0456,9.4701
"11161",6.1767,7.2167,7.8884,8.416,8.8978,9.3654,9.8283
"11162",6.1292,7.1023,7.7411,8.2457,8.7076,9.156,9.6001
"11163",6.1506,7.1866,7.8519,8.3719,8.8463,9.3065,9.7621
"11164",6.2043,7.1517,7.7729,8.2639,8.7131,9.149,9.5807
"11165",6.1589,7.1944,7.8661,8.3947,8.8778,9.3467,9.811
"11166",6.2115,7.2339,7.8975,8.4205,8.8983,9.362,9.821
"11167",6.141,7.1573,7.8243,8.3521,8.8354,9.3046,9.7694
"11168",6.1647,7.1707,7.8317,8.3556,8.8355,9.3014,9.7628
"11169",6.165,7.1473,7.789,8.2952,8.7583,9.2077,9.6528
"11170",6.1237,7.1253,7.7771,8.2892,8.7571,9.2112,9.6609
"11171",6.2078,7.1767,7.8064,8.3018,8.7543,9.1932,9.6279
"11172",6.17,7.123,7.7475,8.2404,8.6913,9.129,9.5624
"11173",6.149,7.1053,7.7383,8.2409,8.7015,9.1489,9.592
"11174",6.1381,7.1234,7.7746,8.2916,8.7654,9.2255,9.6813
"11175",6.1188,7.032,7.6531,8.1515,8.6094,9.0545,9.4954
"11176",6.1494,7.0525,7.6695,8.1667,8.6242,9.0688,9.5094
"11177",6.1438,7.2034,7.8763,8.3985,8.874,9.335,9.7915
"11178",6.12,7.068,7.6865,8.1713,8.6139,9.0434,9.4687
"11179",6.1591,7.1039,7.7236,8.2128,8.6602,9.0946,9.5248
"11180",6.1457,7.1113,7.7423,8.2394,8.694,9.1353,9.5723
"11181",6.1353,7.1553,7.8106,8.3223,8.789,9.2418,9.6901
"11182",6.1462,7.2081,7.8897,8.4227,8.9089,9.3806,9.8476
"11183",6.2129,7.1693,7.7985,8.2972,8.7536,9.1965,9.6351
"11184",6.1832,7.191,7.8416,8.3519,8.8179,9.2699,9.7175
"11185",6.1942,7.2108,7.8628,8.3725,8.8374,9.2883,9.7347
"11186",6.1576,7.0796,7.6984,8.1926,8.6463,9.087,9.5236
"11187",6.1471,7.108,7.7297,8.2159,8.6596,9.0899,9.516
"11188",6.2004,7.1804,7.8078,8.2967,8.7422,9.1741,9.6017
"11189",6.1361,7.1021,7.7318,8.2266,8.6788,9.1177,9.5524
"11190",6.1472,7.0662,7.6708,8.1475,8.5834,9.0066,9.4257
"11191",6.2,7.174,7.8019,8.2933,8.7417,9.1765,9.607
"11192",6.1596,7.1801,7.8327,8.3414,8.8052,9.255,9.7004
"11193",6.1241,7.1807,7.8624,8.396,8.883,9.3556,9.8236
"11194",6.1597,7.1555,7.8024,8.3112,8.7762,9.2276,9.6745
"11195",6.1359,7.2124,7.8976,8.43,8.915,9.3853,9.8509
"11196",6.1586,7.1746,7.8271,8.337,8.8021,9.2532,9.7
"11197",6.1959,7.1631,7.7921,8.287,8.7392,9.1779,9.6124
"11198",6.1525,7.1331,7.766,8.2611,8.7129,9.1512,9.5852
"11199",6.1715,7.2347,7.9088,8.4324,8.909,9.3711,9.8286
"11200",6.1844,7.1041,7.7174,8.206,8.6541,9.0892,9.5202
"11201",6.1397,7.1456,7.8002,8.3154,8.7865,9.2436,9.6964
"11202",6.1733,7.0728,7.6758,8.1568,8.598,9.0265,9.4509
"11203",6.1462,7.1081,7.7471,8.2553,8.7213,9.1739,9.6222
"11204",6.1458,7.1906,7.875,8.4164,8.912,9.3931,9.8696
"11205",6.2075,7.1657,7.7897,8.2811,8.7301,9.1657,9.5971
"11206",6.1561,7.095,7.7202,8.2178,8.6741,9.1174,9.5565
"11207",6.117,7.1301,7.7798,8.285,8.745,9.1911,9.6328
"11208",6.1278,7.0424,7.6679,8.1719,8.6357,9.0865,9.5332
"11209",6.1705,7.1217,7.7562,8.2625,8.727,9.1781,9.625
"11210",6.1209,7.0964,7.7344,8.2365,8.6956,9.1412,9.5826
"11211",6.1574,7.1583,7.8089,8.3208,8.7887,9.2429,9.6926
"11212",6.1951,7.1589,7.7867,8.2813,8.7333,9.1719,9.6063
"11213",6.1888,7.1661,7.8082,8.317,8.7828,9.235,9.6829
"11214",6.1849,7.2386,7.9105,8.4345,8.912,9.375,9.8334
"11215",6.1848,7.1197,7.7308,8.2122,8.6523,9.0794,9.5023
"11216",6.1485,7.1935,7.8744,8.4115,8.9028,9.3797,9.8519
"11217",6.201,7.1284,7.7298,8.2007,8.6303,9.047,9.4596
"11218",6.18,7.1214,7.7336,8.2141,8.6529,9.0786,9.5001
"11219",6.1524,7.2161,7.8924,8.4183,8.8973,9.3617,9.8216
"11220",6.1665,7.1945,7.8439,8.3459,8.8023,9.2446,9.6824
